destination_different_server_rate,destination_server_reset_error_rate,different_server_rate,destination_host_count,reset_error_rate,destination_host_server_count,same_server_rate,server_syn_error_rate,destination_same_source_port_rate,destination_same_server_rate,fragment_errors,destination_reset_error_rate,destination_server_different_host_rate,server_different_host_rate,destination_server_syn_error_rate,server_request_count,connection_count,service_type_IRC,service_type_Z39_50,service_type_bgp,service_type_courier,service_type_ctf,service_type_daytime,service_type_discard,service_type_domain,service_type_eco_i,service_type_ecr_i,service_type_efs,service_type_exec,service_type_ftp_data,service_type_gopher,service_type_http_443,service_type_imap4,service_type_iso_tsap,service_type_klogin,service_type_ldap,service_type_link,service_type_login,service_type_mtp,service_type_name,service_type_netbios_ssn,service_type_netstat,service_type_nnsp,service_type_nntp,service_type_other,service_type_private,service_type_smtp,service_type_ssh,service_type_sunrpc,service_type_supdup,service_type_systat,service_type_telnet,service_type_urp_i,service_type_uucp,service_type_uucp_path,service_type_vmnet,connection_status_RSTO,connection_status_RSTR,connection_status_S0,connection_status_S1,protocol_udp,class
0.0,0.0,0.0,79,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.04,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.05,0.05,0.0,37,0.0,39,1.0,0.0,0.03,0.97,0,0.05,0.05,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,235,1.0,0.0,0.0,0.92,0,0.02,0.0,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.23,0.0,0.0,13,0.0,100,1.0,0.0,0.08,0.31,0,0.0,0.02,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,41,0.0,255,1.0,0.0,0.02,1.0,0,0.0,0.05,0.67,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,45,0.0,255,1.0,0.0,0.02,1.0,0,0.0,0.07,0.0,0.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,254,1.0,0.0,0.01,1.0,0,0.0,0.0,0.0,0.0,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.01,0.0,0.0,255,0.0,252,1.0,0.0,0.0,0.99,0,0.0,0.0,0.4,0.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,24,0.0,255,1.0,0.0,0.04,1.0,0,0.0,0.02,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.68,0.0,0.0,255,0.0,3,1.0,0.0,0.98,0.01,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.01,0.0,159,0.0,255,1.0,0.0,0.01,1.0,0,0.02,0.02,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,236,1.0,0.0,0.0,0.93,0,0.0,0.0,0.01,0.0,206,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,170,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.01,0.0,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,176,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.01,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.04,0.0,208,0.0,255,1.0,0.0,0.0,1.0,0,0.04,0.01,0.0,0.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.01,255,0.0,254,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,265,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.08,0.0,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.07,0.0,0.0,100,0.0,31,1.0,0.0,0.01,0.31,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,205,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.02,0.1,0.0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,19,0.0,125,1.0,0.0,1.0,1.0,0,0.0,0.43,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.11,0.0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,193,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.03,0.6,0.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,15,0.0,69,1.0,0.0,0.07,1.0,0,0.0,0.06,0.0,0.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,12,0.0,255,1.0,0.0,0.08,1.0,0,0.0,0.05,0.21,0.0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,243,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.02,0.0,0.0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,146,0.0,12,1.0,0.0,0.01,0.05,0,0.0,0.17,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.04,0.0,0.0,95,0.0,203,1.0,0.0,0.01,0.79,0,0.0,0.01,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,1,0.0,255,1.0,0.0,1.0,1.0,0,0.0,0.08,0.08,0.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,234,1.0,0.0,0.0,0.92,0,0.0,0.0,0.0,0.0,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.02,0.0,0.0,166,0.0,18,1.0,0.0,0.05,0.05,0,0.0,0.11,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.02,0.0,0.0,255,0.0,246,1.0,0.0,0.0,0.96,0,0.0,0.0,0.0,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,200,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.01,0.1,0.01,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,8,0.0,255,1.0,0.0,0.12,1.0,0,0.0,0.04,0.2,0.0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.15,0.0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,31,0.0,255,1.0,0.0,0.03,1.0,0,0.0,0.06,0.0,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,32,0.0,255,1.0,0.0,0.03,1.0,0,0.0,0.03,0.27,0.0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.25,0.0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,90,0.0,175,1.0,0.0,0.01,1.0,0,0.0,0.02,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,66,0.0,255,1.0,0.0,0.02,1.0,0,0.0,0.02,0.1,0.0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.02,0.0,0.0,197,0.0,44,1.0,0.0,0.17,0.17,0,0.0,0.05,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,146,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.02,0.5,0.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.93,0.0,46,1.0,255,1.0,0.0,0.02,1.0,0,0.91,0.2,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,2,0.0,255,1.0,0.0,0.5,1.0,0,0.0,0.07,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,132,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.04,0.19,0.01,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.29,0.0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,1,0.0,255,1.0,0.0,1.0,1.0,0,0.0,0.04,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,4,0.0,255,1.0,0.0,0.25,1.0,0,0.0,0.04,0.0,0.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,254,1.0,0.0,0.0,1.0,0,0.0,0.0,0.01,0.0,151,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.01,0.0,158,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.14,0.0,0.0,22,0.0,19,1.0,0.0,0.05,0.86,0,0.0,0.0,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.02,0.0,0.0,255,0.0,240,1.0,0.0,0.06,0.94,0,0.0,0.0,0.5,0.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.03,255,0.0,238,0.99,0.0,0.0,0.93,0,0.0,0.0,0.01,0.0,149,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,11,0.0,255,1.0,0.0,0.09,1.0,0,0.0,0.02,0.0,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.22,0.0,0.63,128,0.0,1,0.05,0.0,0.32,0.01,0,0.0,0.0,0.0,0.0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.25,0.0,1.0,0,0.0,0.0,0.75,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,205,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.02,0.4,0.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,41,0.0,52,1.0,0.0,1.0,1.0,0,0.0,0.04,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,4,0.0,255,1.0,0.0,0.25,1.0,0,0.0,0.07,0.33,0.01,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.07,0.0,0.0,58,0.0,10,1.0,0.0,0.17,0.17,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.13,1.0,0.0,23,1.0,6,1.0,0.0,0.04,0.26,0,0.26,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,normal
0.0,0.0,0.0,1,0.0,255,1.0,0.0,1.0,1.0,0,0.0,0.04,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,141,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.02,0.0,0.0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,1.0,255,0.0,37,0.5,0.0,0.66,0.15,0,0.0,0.0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,24,0.0,255,1.0,0.0,0.04,1.0,0,0.0,0.04,0.29,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.03,0.0,0.0,122,0.0,73,1.0,0.0,0.01,0.6,0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,197,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.02,0.0,0.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,7,0.0,255,1.0,0.0,0.14,1.0,0,0.0,0.05,0.22,0.0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,8,0.0,252,1.0,0.0,0.12,1.0,0,0.0,0.04,0.0,0.0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,92,1.0,0.0,0.01,0.36,0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.05,0.0,0.0,75,0.0,32,1.0,0.0,0.19,0.19,0,0.0,0.06,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,255,0.0,255,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.89,0.0,4,1.0,254,1.0,0.0,0.25,1.0,0,1.0,0.25,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,197,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.02,0.0,0.0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.38,0.0,0.0,255,0.0,3,1.0,0.0,0.7,0.01,0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,2,0.0,255,1.0,0.0,0.5,1.0,0,0.0,0.05,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,99,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.03,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.01,0.0,0.0,255,0.0,251,1.0,0.0,0.0,0.98,0,0.0,0.0,0.0,0.0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,normal
0.0,0.0,0.0,134,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.01,0.0,0.0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.11,0.0,0.0,27,0.0,39,1.0,0.0,0.04,0.22,0,0.04,0.05,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.38,0.0,0.0,8,0.0,87,1.0,0.0,0.25,0.25,0,0.0,0.02,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,31,0.0,131,1.0,0.0,1.0,1.0,0,0.0,0.39,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.03,0.0,0.0,87,0.0,46,1.0,0.0,0.53,0.53,0,0.0,0.0,0.0,0.0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
0.0,0.0,0.0,147,0.0,255,1.0,0.0,0.01,1.0,0,0.0,0.01,0.0,0.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
